1912,0,0,0
1913,1,0,0
1914,2,0,0
1915,3,0,0
1916,4,0,0
1917,5,0,0
1918,6,0,0
1919,7,0,0
1920,8,0,0
1921,9,0,0
1922,10,0,0
1923,11,0,0
1924,12,0,0
1925,13,0,0
1926,14,0,0
1927,15,0,0
1928,16,0,0
1929,17,0,0
1930,18,0,0
1931,19,0,0
1932,20,0,0
1933,21,0,0
1934,22,0,0
1935,23,0,0
1936,24,0,0
1937,25,0,0
1938,26,0,0
1939,27,0,0
1940,28,0,0
1941,29,0,0
1942,30,0,0
1943,31,0,0
1944,32,0,0
1945,33,0,0
1946,34,0,0
1947,35,0,0
1948,36,0,0
1949,37,0,0
1950,38,0,0
1951,39,0,0
1952,40,0,0
1953,41,0,0
1954,42,0,0
1955,43,0,0
1956,44,455,1
1957,45,889,1
1958,46,898,1
1959,47,902,1
1960,48,900,1
1961,49,900,1
1962,50,901,1
1963,51,901,1
1964,52,900,1
1965,53,900,1
1966,54,900,1
1967,55,901,1
1968,56,900,1
1969,57,900,1
1970,58,900,1
1971,59,901,1
1972,60,900,1
1973,61,900,1
1974,62,900,1
1975,63,901,1
1976,64,900,1
1977,65,901,1
1978,66,900,1
1979,67,901,1
1980,68,901,1
1981,69,901,1
1982,70,900,1
1983,71,901,1
1984,72,900,1
1985,73,901,1
1986,74,900,1
1987,75,901,1
1988,76,900,1
1989,77,901,1
1990,78,900,1
1991,79,901,1
1992,80,901,1
1993,81,901,1
1994,82,900,1
1995,83,900,1
1996,84,900,1
1997,85,901,1
1998,86,900,1
1999,87,900,1
2000,88,900,1
2001,89,899,1
2002,90,817,0
2003,91,703,0
2004,92,592,0
2005,93,486,0
2006,94,382,0
2007,95,279,0
2008,96,179,0
2009,97,84,0
2010,98,11,0
2011,99,0,0
2012,100,0,0
2013,101,0,0
2014,102,0,0
2015,103,0,0
2016,104,0,0
2017,105,0,0
2018,106,0,0
2019,107,0,0
2020,108,0,0
2021,109,0,0
2022,110,0,0
2023,111,0,0
2024,112,0,0
2025,113,0,0
2026,114,0,0
2027,115,0,0
2028,116,0,0
2029,117,0,0
2030,118,0,0
2031,119,0,0
2032,120,0,0
2033,121,0,0
2034,122,0,0
2035,123,0,0
2036,124,0,0
2037,125,0,0
2038,126,0,0
2039,127,0,0
2040,128,0,0
2041,129,0,0
2042,130,0,0
2043,131,0,0
2044,132,0,0
2045,133,0,0
2046,134,0,0
2047,135,0,0
2048,136,102,1
2049,137,862,1
2050,138,895,1
2051,139,901,1
2052,140,901,1
2053,141,899,1
2054,142,900,1
2055,143,901,1
2056,144,900,1
2057,145,900,1
2058,146,900,1
2059,147,900,1
2060,148,900,1
2061,149,900,1
2062,150,900,1
2063,151,900,1
2064,152,900,1
2065,153,901,1
2066,154,900,1
2067,155,900,1
2068,156,900,1
2069,157,901,1
2070,158,901,1
2071,159,900,1
2072,160,901,1
2073,161,901,1
2074,162,901,1
2075,163,900,1
2076,164,900,1
2077,165,901,1
2078,166,900,1
2079,167,901,1
2080,168,900,1
2081,169,901,1
2082,170,900,1
2083,171,901,1
2084,172,900,1
2085,173,901,1
2086,174,900,1
2087,175,900,1
2088,176,900,1
2089,177,900,1
2090,178,900,1
2091,179,888,1
2092,180,786,0
2093,181,676,0
2094,182,566,0
2095,183,459,0
2096,184,355,0
2097,185,254,0
2098,186,157,0
2099,187,62,0
2100,188,6,0
2101,189,0,0
2102,190,0,0
2103,191,0,0
2104,192,0,0
2105,193,0,0
2106,194,0,0
2107,195,0,0
2108,196,0,0
2109,197,0,0
2110,198,0,0
2111,199,0,0
2112,200,0,0
2113,201,0,0
2114,202,0,0
2115,203,0,0
2116,204,0,0
2117,205,0,0
2118,206,0,0
2119,207,0,0
2120,208,0,0
2121,209,0,0
2122,210,0,0
2123,211,0,0
2124,212,0,0
2125,213,0,0
2126,214,0,0
2127,215,0,0
2128,216,0,0
2129,217,0,0
2130,218,0,0
2131,219,0,0
2132,220,0,0
2133,221,0,0
2134,222,0,0
2135,223,0,0
2136,224,0,0
2137,225,0,0
2138,226,0,0
2139,227,426,1
2140,228,884,1
2141,229,897,1
2142,230,904,1
2143,231,902,1
2144,232,899,1
2145,233,900,1
2146,234,901,1
2147,235,900,1
2148,236,900,1
2149,237,901,1
2150,238,901,1
2151,239,901,1
2152,240,901,1
2153,241,900,1
2154,242,901,1
2155,243,901,1
2156,244,901,1
2157,245,901,1
2158,246,900,1
2159,247,901,1
2160,248,900,1
2161,249,901,1
2162,250,901,1
2163,251,901,1
2164,252,901,1
2165,253,901,1
2166,254,900,1
2167,255,901,1
2168,256,901,1
2169,257,901,1
2170,258,901,1
2171,259,901,1
2172,260,901,1
2173,261,901,1
2174,262,901,1
2175,263,901,1
2176,264,901,1
2177,265,901,1
2178,266,901,1
2179,267,901,1
2180,268,901,1
2181,269,901,1
2182,270,893,1
2183,271,798,0
2184,272,688,0
2185,273,579,0
2186,274,471,0
2187,275,367,0
2188,276,267,0
2189,277,169,0
2190,278,75,0
2191,279,7,0
2192,280,0,0
2193,281,0,0
2194,282,0,0
2195,283,0,0
2196,284,0,0
2197,285,0,0
2198,286,0,0
2199,287,0,0
2200,288,0,0
2201,289,0,0
2202,290,0,0
2203,291,0,0
2204,292,0,0
2205,293,0,0
2206,294,0,0
2207,295,0,0
2208,296,0,0
